char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword
邦	163 酉	5702.7	QJNL	手十弓中	63756.140	1269.050	2741	nation	2808	nation
邧	163 酉	1722.7	MUNL	一山弓中	63757.040	1269.090				
邨	163 酉	5772.7	PUNL	心山弓中	63759.010	1269.100				
邩	163 酉		FNL	火弓中	63760.020	1269.110				
邪	163 酉	1722.7	MHNL	一竹弓中	63758.040	1269.140	2786	wicked	2845	wicked
邫	163 酉		QJRAU	手十口日山	63756.070	1269.150				
邬	163 酉	2712	PMNL	心一弓中	63759.120	1269.161				
邭	163 酉		PRNL	心口弓中	63764.010	1269.180				
邮	163 酉	5762	LWNL	中田弓中	63763.010	1269.200			2807	post
邯	163 酉	4772.7	TMNL	廿一弓中	63761.120	1269.220				
邰	163 酉	2762.7	IRNL	戈口弓中	63765.030	1269.230				
邱	163 酉	7712.7	OMNL	人一弓中	63763.050	1269.260				
邲	163 酉	3702.7	PHNL	心竹弓中	63764.040	1269.290				
邳	163 酉	1712.7	MMNL	一一弓中	63762.020	1269.300				
邴	163 酉	1722.7	MBNL	一月弓中	63762.010	1269.310				
邵	163 酉	1762.7	SRNL	尸口弓中	63764.090	1270.020				
邶	163 酉	1712.7	LMPNL	中一心弓中	63762.050	1270.030				
邷	163 酉		XMNNL	難一弓弓中	63761.110	1270.050				
邸	163 酉	7772.7	HMNL	竹一弓中	63763.080	1270.060				
邹	163 酉	2712	NSNL	弓尸弓中	63764.020	1270.071				
邺	163 酉	3712	TCNL	廿金弓中	63762.060	1270.071				
邻	163 酉	8732	OINL	人戈弓中	63763.070	1270.071			2811	neighbor
邼	163 酉		SGNL	尸土弓中	63765.100	1270.090				
邽	163 酉	4712.7	GGNL	土土弓中	63765.120	1270.100				
邾	163 酉	2792.7	HDNL	竹木弓中	63768.020	1270.140				
邿	163 酉	4732.7	GINL	土戈弓中	63766.010	1270.150				
郀	163 酉		KSNL	大尸弓中	63766.070	1270.170				
郁	163 酉	4722.7	KBNL	大月弓中	63766.050	1270.190	3017	Yu-2	2801	depressed
郂	163 酉		YONL	卜人弓中	63770.010	1270.200				
郃	163 酉	8762.7	ORNL	人口弓中	63768.110	1270.240				
郄	163 酉	4772	KINL	大戈弓中	63769.010	1270.260				
郅	163 酉	1712.7	MGNL	一土弓中	63767.040	1270.270				
郆	163 酉		GRNL	土口弓中	63766.020	1271.010				
郇	163 酉	2762.7	PANL	心日弓中	63769.030	1271.050				
郈	163 酉	7722.7	HRNL	竹口弓中	63768.070	1271.080				
郉	163 酉		MJMJL	一十一十中	63765.110	1271.090				
郊	163 酉	0742.7	YKNL	卜大弓中	63769.060	1271.110	2740	outskirts	2810	outskirts
郋	163 酉	2762.7	HUNL	竹山弓中	63768.060	1271.120				
郌	163 酉		GGRAU	土土口日山	63765.040	1271.121				
郍	163 酉		HYNL	竹卜弓中	63768.080	1271.121				
郎	163 酉	3772.7	IINL	戈戈弓中	63770.080	1271.121	1342	young man	1385	young man
郏	163 酉	5782	KTNL	大廿弓中	63767.020	1271.121				
郐	163 酉	8772	XOINL	難人戈弓中	63768.100	1271.121				
郑	163 酉	8782	XTKNL	難廿大弓中	63770.050	1271.121			2922	Zheng
郒	163 酉		IIRAU	戈戈口日山	63770.081	1271.121				
郓	163 酉	3752	BQNL	月手弓中	63771.010	1271.121				
郔	163 酉	1742.7	NKHML	弓大竹一中	63768.050	1271.140				
郕	163 酉	7722.7	ISNL	戈尸弓中	63767.010	1271.150				
郖	163 酉	1712.7	MTNL	一廿弓中	63772.070	1271.180				
郗	163 酉	4722.7	KBNL	大月弓中	63774.080	1271.190				
郘	163 酉	6762.7	RRNL	口口弓中	63767.090	1271.220				
郙	163 酉	5722.7	IBNL	戈月弓中	63772.040	1271.250				
郚	163 酉	1762.7	MRNL	一口弓中	63772.060	1271.260				
郛	163 酉	2742.7	BDNL	月木弓中	63775.010	1271.340				
郜	163 酉	2762.7	HRNL	竹口弓中	63774.060	1271.360				
郝	163 酉	4732.7	GCNL	土金弓中	63771.150	1272.010				
郞	163 酉		IVNL	戈女弓中	63775.051	1272.020				
郟	163 酉	4702.7	KONL	大人弓中	63772.110	1272.040				
郠	163 酉	1742.7	MKNL	一大弓中	63772.050	1272.050				
郡	163 酉	1762.7	SRNL	尸口弓中	63775.060	1272.070				
郢	163 酉	6712.7	RGNL	口土弓中	63773.080	1272.080				
郣	163 酉	4742.7	JDNL	十木弓中	63772.030	1272.090				
郤	163 酉	8762.7	CRNL	金口弓中	63774.100	1272.100				
郥	163 酉	6782.7	BCNL	月金弓中	63774.020	1272.101				
郦	163 酉	1722	XMBNL	難一月弓中	63772.080	1272.101				
郧	163 酉	6782	RONL	口人弓中	63774.040	1272.101				
部	163 酉	0762.7	YRNL	卜口弓中	63780.090	1272.170	1341	department	1384	department
郩	163 酉	4742.7	KBNL	大月弓中	63780.040	1273.020				
郪	163 酉	5742.7	JVNL	十女弓中	63778.070	1273.040				
郫	163 酉	2742.7	HJNL	竹十弓中	63779.090	1273.090				
郬	163 酉	5722.7	QBNL	手月弓中	63776.060	1273.110				
郭	163 酉	0742.7	YDNL	卜木弓中	63780.070	1273.130	2735	outer walls	2802	outer walls
郮	163 酉		BRNL	月口弓中	63780.060	1273.150				
郯	163 酉	9782.7	FFNL	火火弓中	63781.030	1273.160				
郰	163 酉	1712.7	SJENL	尸十水弓中	63777.020	1273.170				
郱	163 酉	8742.7	TTNL	廿廿弓中	63770.040	1273.190				
郲	163 酉	4792.7	DONL	木人弓中	63778.050	1273.200				
郳	163 酉	7722.7	HUNL	竹山弓中	63779.080	1273.210				
郴	163 酉	4792.7	DDNL	木木弓中	63778.010	1273.230				
郵	163 酉	2712.7	HMNL	竹一弓中	63779.050	1273.240	2743	post		
郶	163 酉		YRRAU	卜口口日山	63776.050	1273.271				
郷	163 酉	2772.7	VHAIL	女竹日戈中	63782.070	1273.271				
郸	163 酉	8752	CJNL	金十弓中	63781.020	1273.271				
郹	163 酉	6742.7	BKNL	月大弓中	63783.050	1274.020				
郺	163 酉	2221.7	NNVVU	弓弓女女山	63782.110	1274.060				
郻	163 酉	6722.7	BVNL	月女弓中	63783.060	1274.070				
郼	163 酉	4752.7	DQNL	木手弓中	63785.060	1274.080				
都	163 酉	4762.7	JANL	十日弓中	63776.070	1274.090	1340	metropolis	1383	metropolis
郾	163 酉	7772.7	SVNL	尸女弓中	63782.140	1274.140				
郿	163 酉	7722.7	AUNL	日山弓中	63785.070	1274.150				
鄀	163 酉	4762.7	TRNL	廿口弓中	63777.040	1274.180				
鄁	163 酉	1722.7	LBNL	中月弓中	63783.010	1274.200				
鄂	163 酉	6722.7	RSNL	口尸弓中	63783.090	1274.220				
鄃	163 酉	8722.7	ONNL	人弓弓中	63784.080	1274.240				
鄄	163 酉	1712.7	MGNL	一土弓中	63782.160	1274.250				
鄅	163 酉	2722.7	HBNL	竹月弓中	63784.060	1274.270				
鄆	163 酉	7752.7	BJNL	月十弓中	63785.040	1274.300				
鄇	163 酉	2722.7	ONKL	人弓大中	63784.070	1275.010				
鄈	163 酉	1742.7	NKNL	弓大弓中	63785.100	1275.020				
鄉	163 酉	2772.7	VHIIL	女竹戈戈中	63786.040	1275.021	1343	countryside		
鄊	163 酉		VHSJL	女竹尸十中	63786.020	1275.021				
鄋	163 酉	7742.7	HENL	竹水弓中	63784.030	1275.100				
鄍	163 酉	7782.7	BCNL	月金弓中	63790.070	1275.130				
鄎	163 酉	2732.7	HPNL	竹心弓中	63788.130	1275.140				
鄏	163 酉	7732.7	MINL	一戈弓中	63788.030	1275.170				
鄐	163 酉	0762.7	YWNL	卜田弓中	63790.040	1275.180				
鄑	163 酉	1762.7	MANL	一日弓中	63787.080 63788.060	1275.200				
鄒	163 酉	2742.7	PUNL	心山弓中	63789.100	1275.210				
鄔	163 酉	2732.7	HFNL	竹火弓中	63789.060	1275.280				
鄕	163 酉		VHHPL	女竹竹心中	63790.091	1275.290				
鄖	163 酉	6782.7	RCNL	口金弓中	63785.090 63788.090	1276.010				
鄗	163 酉	0722.7	YBNL	卜月弓中	63789.110	1276.050				
鄘	163 酉	0722.7	IBNL	戈月弓中	63794.030	1276.170				
鄙	163 酉	6762.7	RWNL	口田弓中	63792.080	1276.180	2737	despicable	2805	despicable
鄚	163 酉	4742.7	TKNL	廿大弓中	63787.070	1276.210				
鄛	163 酉	2792.7	VDNL	女木弓中	63795.090 63802.140	1276.230				
鄜	163 酉	0222.7	IPNL	戈心弓中	63794.040	1276.250				
鄝	163 酉	1722.7	SHNL	尸竹弓中	63795.040	1276.260				
鄞	163 酉	4712.7	TMNL	廿一弓中	63791.050	1276.270				
鄟	163 酉	5732.7	JINL	十戈弓中	63791.100	1276.280				
鄠	163 酉	1722.7	MSNL	一尸弓中	63792.040	1277.020				
鄡	163 酉	7792.7	HDNL	竹木弓中	63793.070	1277.030				
鄢	163 酉	1732.7	MFNL	一火弓中	63791.040	1277.040				
鄣	163 酉	0742.7	YJNL	卜十弓中	63794.060	1277.070				
鄤	163 酉	6742.7	AENL	日水弓中	63793.020	1277.090				
鄥	163 酉		XHFNL	難竹火弓中	63793.060	1277.091				
鄦	163 酉	8732.7	OFNL	人火弓中	63796.090	1277.120				
鄧	163 酉	1712.7	NTNL	弓廿弓中	63799.060	1277.130	2744	Deng		
鄨	163 酉	9771.7	FKRAU	火大口日山	63790.140	1277.150				
鄩	163 酉	2732.7	SINL	尸戈弓中	63799.020	1277.160				
鄪	163 酉	5722.7	LCNL	中金弓中	63799.050	1277.180				
鄫	163 酉	8762.7	CANL	金日弓中	63798.020	1277.260				
鄬	163 酉	2732.7	IFNL	戈火弓中	63785.010	1277.270				
鄭	163 酉	8742.7	TKNL	廿大弓中	63798.010	1277.300	3007	Zheng		
鄮	163 酉	7782.7	HCNL	竹金弓中	63797.060	1278.030				
鄯	163 酉	8762.7	TRNL	廿口弓中	63797.100	1278.070				
鄰	163 酉	9722.7	FQNL	火手弓中	63797.110	1278.080	2889	neighbor		
鄱	163 酉	2762.7	HWNL	竹田弓中	63797.030	1278.100				
鄲	163 酉	6752.7	RJNL	口十弓中	63796.050	1278.110				
鄳	163 酉	7772.7	RUNL	口山弓中	63800.100	1278.180				
鄴	163 酉	3792.7	TDNL	廿木弓中	63800.090	1278.250				
鄵	163 酉	6792.7	RDNL	口木弓中	63800.130	1278.260				
鄶	163 酉	8762.7	OANL	人日弓中	63801.030	1278.270				
鄷	163 酉		XTTNL	難廿廿弓中	63800.120	1278.280				
鄸	163 酉	4722.7	TNNL	廿弓弓中	63801.140	1278.360				
鄹	163 酉	1722.7	SONL	尸人弓中	63801.120	1278.370				
鄺	163 酉	0722.7	ICNL	戈金弓中	63802.090	1279.030				
鄻	163 酉	5752.7	QJNL	手十弓中	63802.170	1279.050				
鄼	163 酉		QCNL	手金弓中	63802.180	1279.070				
鄽	163 酉		IGNL	戈土弓中	63803.100	1279.110				
鄾	163 酉	1242.7	MENL	一水弓中	63803.020	1279.150				
鄿	163 酉	4752.7	TJNL	廿十弓中	63803.160	1279.220				
酀	163 酉	4732.7	TFNL	廿火弓中	63803.150	1279.230				
酁	163 酉	2722.7	NINL	弓戈弓中	63804.020 80039.080	1279.240				
酂	163 酉		HONL	竹人弓中	63804.011	1279.251				
酃	163 酉	1762.7	MRNL	一口弓中	63804.090	1279.280				
酄	163 酉	4722.7	TGNL	廿土弓中	63805.010	1279.290				
酅	163 酉	2722.7	UBNL	山月弓中	63805.050	1279.300				
酆	163 酉	5712.7	UTNL	山廿弓中	63805.020	1279.310				
酇	163 酉	2782.7	HCNL	竹金弓中	63805.090	1279.330				
酈	163 酉	1722.7	MPNL	一心弓中	63805.070	1279.340				
酉	164 釆	1060.0	MCWM	一金田一	63572.010	1280.020				
酊	164 釆	1162.0	MWMN	一田一弓	63572.020	1280.040				
酋	164 釆	8060.1	TCWM	廿金田一	63572.040	1280.050	1063	chieftain	1130	chieftain
酌	164 釆	1762.0	MWPI	一田心戈	63573.090	1280.070	2394	pour wine	2460	pour wine
配	164 釆	1761.7	MWSU	一田尸山	63574.030	1280.090	1062	distribute	1129	distribute
酎	164 釆	1460.0	MWDI	一田木戈	63573.050	1280.100				
酏	164 釆	1461.2	MWPD	一田心木	63575.010	1280.110				
酐	164 釆	1164.0	MWMJ	一田一十	63573.030	1281.010				
酑	164 釆		MWMD	一田一木	63573.040	1281.020				
酒	164 釆	3116.0	EMCW	水一金田	63574.020	1281.030	1061	liquor	1128	liquor
酓	164 釆	8060.1	OINW	人戈弓田	63576.080	1281.110				
酔	164 釆	1464.1	MWKNJ	一田大弓十	63576.110	1281.130				
酕	164 釆	1261.4	MWHQU	一田竹手山	63576.040	1281.160				
酖	164 釆	1461.2	MWLBU	一田中月山	63577.050	1281.180				
酗	164 釆	1267.0	MWUK	一田山大	63576.090	1281.190				
酘	164 釆	1764.7	MWHNE	一田竹弓水	63577.010	1281.220				
酙	164 釆		MWYJ	一田卜十	63577.040	1281.281				
酚	164 釆	1862.7	MWCSH	一田金尸竹	63576.100	1281.281				
酛	164 釆		MWMMU	一田一一山	63575.011	1281.281				
酜	164 釆		MWQO	一田手人	63575.012	1281.281				
酝	164 釆	1163	MWMMI	一田一一戈	63575.020	1281.281				
酞	164 釆	1463	MWKI	一田大戈	63575.070	1281.281				
酟	164 釆	1166.0	MWYR	一田卜口	63578.050	1281.340				
酠	164 釆	1762.0	MWMNR	一田一弓口	63578.020	1281.360				
酡	164 釆	1361.1	MWJP	一田十心	63579.110	1281.410				
酢	164 釆	1861.1	MWHS	一田竹尸	63578.090	1282.010				
酣	164 釆	1467.0	MWTM	一田廿一	63577.090	1282.020				
酤	164 釆	1466.0	MWJR	一田十口	63578.010	1282.050				
酥	164 釆	1269.4	MWHD	一田竹木	63579.010	1282.110				
酦	164 釆		MWIVE	一田戈女水	63580.041	1282.131				
酧	164 釆		MWJDI	一田十木戈	63582.060	1282.160				
酨	164 釆	4365.0	JIMCW	十戈一金田	63580.090	1282.170				
酩	164 釆	1766.0	MWNIR	一田弓戈口	63581.130	1282.210				
酪	164 釆	1766.4	MWHER	一田竹水口	63581.120	1282.220				
酬	164 釆	1260.0	MWILL	一田戈中中	63582.050	1282.250	2393	reward	2461	reward
酭	164 釆		MWKB	一田大月	63580.130	1282.260				
酮	164 釆	1762.0	MWBMR	一田月一口	63580.150	1283.010				
酯	164 釆	1168.1	MWPA	一田心日	63581.100	1283.051				
酰	164 釆	1461	MWHGU	一田竹土山	63581.020	1283.051				
酱	164 釆	3760	LNMCW	中弓一金田	63582.020	1283.051			2465	thick sauce
酲	164 釆	1661.4	MWRHG	一田口竹土	63583.070	1283.090				
酳	164 釆	1262.7	MWVIB	一田女戈月	63585.040	1283.100				
酴	164 釆	1869.4	MWOMD	一田人一木	63584.030	1283.110				
酵	164 釆	1464.7	MWJKD	一田十大木	63582.080	1283.120				
酶	164 釆	1865	MWOWY	一田人田卜	63584.010	1283.130				
酷	164 釆	1466.1	MWHGR	一田竹土口	63583.100	1283.140	2395	brutal	2462	brutal
酸	164 釆	1364.7	MWICE	一田戈金水	63585.030	1283.150	2402	sour	2474	sour
酹	164 釆	1264.3	MWBDI	一田月木戈	63584.050	1283.170				
酺	164 釆	1362.7	MWIJB	一田戈十月	63582.100	1283.190				
酻	164 釆		MWBND	一田月弓木	63584.020	1284.010				
酼	164 釆		MWYIU	一田卜戈山	63584.090	1284.021				
酽	164 釆	1160	MWMTH	一田一廿竹	63582.090	1284.021				
酾	164 釆	1162	XMWMB	難一田一月	63583.020	1284.021				
酿	164 釆	1363	MWIAV	一田戈日女	63585.020	1284.021			2516	brew
醀	164 釆	1061.4	MWOG	一田人土	63587.030	1284.040				
醁	164 釆	1763.2	MWVNE	一田女弓水	63588.050	1284.050				
醂	164 釆	1469.0	MWDD	一田木木	63586.010	1284.090				
醃	164 釆	1461.7	MWKLU	一田大中山	63586.030	1284.130				
醄	164 釆	1762.0	MWPOU	一田心人山	63591.071	1284.150				
醅	164 釆	1066.1	MWYTR	一田卜廿口	63588.010	1284.160				
醆	164 釆	1365.3	MWII	一田戈戈	63586.040	1284.170				
醇	164 釆	1064.7	MWYRD	一田卜口木	63587.110	1284.180	2396	mellow wine	2463	mellow wine
醈	164 釆		MWFF	一田火火	63588.020	1284.210				
醉	164 釆	1064.8	MWYOJ	一田卜人十	63587.140	1284.240	2398	drunk	2470	drunk
醊	164 釆	1764.7	MWEEE	一田水水水	63588.070	1284.250				
醋	164 釆	1466.1	MWTA	一田廿日	63585.080	1284.280	2397	vinegar	2464	vinegar
醌	164 釆	1661	MWAPP	一田日心心	63586.060	1285.031				
醍	164 釆	1668.1	MWAMO	一田日一人	63589.100	1285.090				
醎	164 釆		MWIHR	一田戈竹口	63589.070	1285.110				
醏	164 釆	1466.0	MWJKA	一田十大日	63588.090	1285.120				
醐	164 釆	1762.0	MWJRB	一田十口月	63589.040	1285.150				
醑	164 釆	1762.7	MWNOB	一田弓人月	63592.070	1285.190				
醒	164 釆	1661.4	MWAHM	一田日竹一	63590.010	1285.200	2515	awaken	2574	awaken
醓	164 釆	1461.7	MWLUT	一田中山廿	63592.050	1285.250				
醔	164 釆		HFMCW	竹火一金田	63590.050	1285.260				
醕	164 釆		MWYRA	一田卜口日	63591.100	1285.320				
醖	164 釆		MWABT	一田日月廿	63589.110	1285.371				
醗	164 釆	1264.7	MWNOP	一田弓人心	63592.091	1285.371				
醘	164 釆		MWGIT	一田土戈廿	63592.140	1285.390				
醙	164 釆	1764.7	MWHXE	一田竹難水	63593.080	1285.420				
醚	164 釆	1963.9	MWYFD	一田卜火木	63592.010	1285.430				
醛	164 釆	1461.4	MWTOG	一田廿人土	63589.030	1286.050				
醜	164 釆	1661.3	MWHI	一田竹戈	63590.060	1286.090	2905	ugly		
醝	164 釆	1861.0	MWTQM	一田廿手一	63591.130	1286.130				
醞	164 釆	1661.7	MWWOT	一田田人廿	63589.111	1286.150				
醟	164 釆	9960.1	FFBMW	火火月一田	63594.050	1286.170				
醠	164 釆	1561.7	MWLKT	一田中大廿	63593.060	1286.190				
醡	164 釆	1361.1	MWJCS	一田十金尸	63594.060	1286.200				
醢	164 釆	1461.7	MWKRT	一田大口廿	63593.040	1286.210				
醣	164 釆	1066.7	MWILR	一田戈中口	63594.020	1286.241				
醤	164 釆	2760.1	LIMCW	中戈一金田	63593.161	1286.241				
醥	164 釆	1169.1	MWMWF	一田一田火	63595.080	1287.030				
醦	164 釆		MWIIH	一田戈戈竹	63597.040	1287.050				
醧	164 釆	1161.6	MWSRR	一田尸口口	63595.070	1287.060				
醨	164 釆	1062.7	MWYUB	一田卜山月	63594.010	1287.080				
醪	164 釆	1762.2	MWSMH	一田尸一竹	63597.020	1287.110				
醫	164 釆	7760.1	SEMCW	尸水一金田	63595.090	1287.130	1254	physician		
醬	164 釆	2760.1	VIMCW	女戈一金田	63596.170	1287.170	2407	thick sauce		
醭	164 釆	1263.4 1363.4	MWTCO	一田廿金人	63598.030	1287.250				
醮	164 釆	1063.1	MWOGF	一田人土火	63598.100	1287.330				
醯	164 釆	1061.7	MWYUT	一田卜山廿	63599.030	1287.370				
醰	164 釆	1164.6	MWMWJ	一田一田十	63597.090	1288.020				
醱	164 釆	1264.7	MWNOE	一田弓人水	63599.090	1288.030				
醲	164 釆	1563.2	MWTWV	一田廿田女	63600.030	1288.080				
醳	164 釆	1664.1	MWWLJ	一田田中十	63600.040	1288.090				
醴	164 釆	1561.8	MWTWT	一田廿田廿	63600.020	1288.100				
醵	164 釆	1163.2	MWYPO	一田卜心人	63599.180	1288.120				
醶	164 釆		MWOMO	一田人一人	63601.030	1288.140				
醷	164 釆	1063.6	MWYTP	一田卜廿心	63601.090	1288.150				
醸	164 釆	1063.2	MWYCV	一田卜金女	63601.080	1288.181				
醹	164 釆	1162.7	MWMBB	一田一月月	63601.150	1288.230				
醺	164 釆	1263.1	MWHGF	一田竹土火	63602.020	1288.240				
醻	164 釆		MWGNI	一田土弓戈	63601.110	1288.260				
醼	164 釆	1463.1	MWTLF	一田廿中火	63602.160	1289.120				
醽	164 釆	1166.2	MWMBR	一田一月口	63603.060	1289.190				
醾	164 釆	1069.4	MWIDD	一田戈木木	63603.110	1289.210				
醿	164 釆		MWIDF	一田戈木火	63604.010	1289.220				
釀	164 釆	1063.2	MWYRV	一田卜口女	63603.100	1289.230	2502	brew		
釁	164 釆	7722.7	HBMCH	竹月一金竹	10363.130	1289.270	2406	quarrel		
釂	164 釆	1264.6	MWBWI	一田月田戈	63603.090	1289.280				
釃	164 釆	1161.1	MWMMP	一田一一心	63604.080	1289.290				
釄	164 釆		MWIDY	一田戈木卜	63604.110	1289.300				
釅	164 釆	1664.8	MWRRK	一田口口大	63604.090	1289.320				
釆	165 里	2090.9	HFD	竹火木	63898.010	1290.040				
采	165 里	2090.4	BD	月木	63898.020	1290.060	614	pluck	665	pick
釈	165 里	2798.7	HDSO	竹木尸人	63899.031	1290.091				
釉	165 里	2596.0	HDLW	竹木中田	63899.050	1290.100				
释	165 里	2795	HDEQ	竹木水手	63899.060	1290.101			1417	explain
釋	165 里	2694.1	HDWLJ	竹木田中十	63900.060	1290.170	1377	explain		
里	166 金釒	6010.4	WG	田土	63680.010	1291.020	169	li	179	li
重	166 金釒	2010.4	HJWG	竹十田土	63680.020	1291.030	1242	heavy	1292	heavy
野	166 金釒	6712.2	WGNIN	田土弓戈弓	63683.010	1291.050	939	wild	1010	wild
量	166 金釒	6010.4	AMWG	日一田土	63683.020	1292.050	170	quantity	180	quantity
釐	166 金釒	5821.4	JKMWG	十大一田土	63684.070	1292.100	1614	smidgen		
金	167 長镸	8010.9	C	金	64167.010	1295.010	261	gold	279	gold
釒	167 長镸		OMGC	人一土金	64167.011	1295.011				
釓	167 長镸	8211.0	CU	金山	64168.010	1295.040				
釔	167 長镸	8711.0	CN	金弓	64168.030	1295.041				
釕	167 長镸	8712.7	CNN	金弓弓	64170.040	1295.060				
釖	167 長镸	8712.0	CSH	金尸竹	64170.060	1296.010				
釗	167 長镸	8712.0	CLN	金中弓	64169.040	1296.020				
釘	167 長镸	8112.0	CMN	金一弓	64169.020	1296.030	265	nail		
釙	167 長镸	8310.0	CY	金卜	64169.060	1296.040				
釚	167 長镸	8411.7	CKN	金大弓	64170.010	1296.050				
釛	167 長镸	8412.7	CKS	金大尸	64170.070	1296.070				
釜	167 長镸	8010.9	CKMGC	金大一土金	32039.080	1296.080				
針	167 長镸	8410.0	CJ	金十	64168.050	1296.090	264	needle		
釞	167 長镸		CO	金人	64169.080	1296.100				
釟	167 長镸	8810.0	CC	金金	64169.090	1296.110				
釠	167 長镸		CHN	金竹弓	64169.100	1296.121				
釡	167 長镸	8010.9	XCC	難金金	64169.091	1296.121				
釢	167 長镸	8712.7	CNHS	金弓竹尸	64170.080	1296.121				
釣	167 長镸	8712.0	CPI	金心戈	64173.020	1296.130	263	go fishin'		
釤	167 長镸	8212.2	CHHH	金竹竹竹	64172.050	1296.140				
釥	167 長镸		CF	金火	64171.080	1296.150				
釦	167 長镸	8610.0	CR	金口	64171.090	1296.160				
釧	167 長镸	8210.0	CLLL	金中中中	64172.030	1296.170				
釨	167 長镸	8714.7	CND	金弓木	64173.070	1296.190				
釩	167 長镸	8711.0	CHNI	金竹弓戈	64172.100	1296.200				
釪	167 長镸	8114.0	CMD	金一木	64170.100	1296.210				
釫	167 長镸	8112.7	CMMS	金一一尸	64170.110	1297.010				
釬	167 長镸	8114.0	CMJ	金一十	64170.090	1297.020				
釭	167 長镸	8111.0	CM	金一	64170.120	1297.030				
釮	167 長镸	8410.0	CDH	金木竹	64171.030	1297.040				
釯	167 長镸		CYV	金卜女	64173.040	1297.050				
釰	167 長镸		CSHI	金尸竹戈	64173.130	1297.060				
釱	167 長镸	8413.0	CK	金大	64171.050	1297.070				
釲	167 長镸		CRU	金口山	64173.060	1297.080				
釳	167 長镸	8811.7	CON	金人弓	64172.020	1297.090				
釴	167 長镸	8314.0	CIP	金戈心	64171.070	1297.100				
釵	167 長镸	8714.0	CEI	金水戈	64173.140	1297.110				
釶	167 長镸	8411.2	CPD	金心木	64173.090	1297.120				
釷	167 長镸	8411.0	CG	金土	64171.010	1297.141				
釸	167 長镸	8712.0	CNI	金弓戈	64172.080	1297.141				
釹	167 長镸	8414.4	CV	金女	64173.100	1297.141				
釺	167 長镸		CHJ	金竹十	64171.100	1297.141				
釻	167 長镸		CKNI	金大弓戈	64173.031	1297.141				
釼	167 長镸	8715.0	CSK	金尸大	64173.131	1297.141				
釽	167 長镸	8211.0	CHLO	金竹中人	64177.030	1297.150				
釾	167 長镸		CMVH	金一女竹	64175.010	1297.160				
釿	167 長镸	8212.1	CHML	金竹一中	64177.020	1297.180				
鈀	167 長镸	8711.7	CAU	金日山	64181.020	1297.190				
鈁	167 長镸	8012.7	CYHS	金卜竹尸	64180.010	1297.200				
鈂	167 長镸	8411.2	CLBU	金中月山	64180.080	1297.210				
鈃	167 長镸	8114.0	CMT	金一廿	64174.020	1298.010				
鈄	167 長镸	8410.0	CYJ	金卜十	64180.050	1298.020				
鈅	167 長镸	8712.0	CB	金月	64178.060	1298.040				
鈆	167 長镸	8813.2	CCI	金金戈	64178.040	1298.050				
鈇	167 長镸	8513.0	CQO	金手人	64174.050	1298.070				
鈈	167 長镸		CMF	金一火	64174.120	1298.080				
鈉	167 長镸	8412.7	COB	金人月	64176.080	1298.090				
鈊	167 長镸	8310.0	CP	金心	64180.090	1298.100				
鈋	167 長镸		XCOP	難金人心	64176.170	1298.110				
鈌	167 長镸	8513.0	CDK	金木大	64180.110	1298.120				
鈍	167 長镸	8511.7	CPU	金心山	64175.030	1298.130				
鈎	167 長镸	8712.0	CPI	金心戈	64179.060	1298.140				
鈏	167 長镸	8210.0	CNL	金弓中	64180.120	1298.160				
鈐	167 長镸	8812.7	COIN	金人戈弓	64177.100	1298.170				
鈑	167 長镸	8114.7	CHE	金竹水	64177.050	1298.190				
鈒	167 長镸	8714.7	CNHE	金弓竹水	64172.090	1298.200				
鈓	167 長镸		CHG	金竹土	64176.150	1298.210				
鈔	167 長镸	8912.0	CFH	金火竹	64176.030	1298.220	1588	paper money		
鈕	167 長镸	8711.5	CNG	金弓土	64180.140	1298.230	2965	push button		
鈖	167 長镸	8810.7	CCSH	金金尸竹	64178.030	1299.010				
鈗	167 長镸	8311.0	CIHU	金戈竹山	64181.050	1299.020				
鈘	167 長镸		CJE	金十水	64174.110	1299.040				
鈙	167 長镸	8114.7	CYE	金卜水	64176.020	1299.050				
鈚	167 長镸	8111.1	CPP	金心心	64175.060	1299.060				
鈛	167 長镸		XCI	難金戈	64175.050	1299.070				
鈜	167 長镸	8413.2	CKI	金大戈	64174.160	1299.080				
鈝	167 長镸		CHQ	金竹手	64176.130	1299.090				
鈞	167 長镸	8712.0	CPIM	金心戈一	64178.110	1299.100	3030	30 catties		
鈟	167 長镸		XXCNL	難難金弓中	64180.130	1299.120				
鈠	167 長镸		CHNE	金竹弓水	64179.050	1299.180				
鈡	167 長镸		CL	金中	64176.060	1299.191				
鈢	167 長镸		CD	金木	64174.090	1299.191				
鈣	167 長镸	8112.7	CMYS	金一卜尸	64174.060	1299.191				
鈤	167 長镸	8610.0	CA	金日	64176.050	1299.191				
鈥	167 長镸	8918.0	CF	金火	64180.030	1299.191				
鈦	167 長镸	8413.0	CKI	金大戈	64174.140	1299.191				
鈧	167 長镸	8011.7	CYHN	金卜竹弓	64179.080	1299.191				
鈨	167 長镸		CMMU	金一一山	64174.051	1299.191				
鈩	167 長镸	8312.7	CIS	金戈尸	64174.171	1299.191				
鈪	167 長镸		CMSU	金一尸山	64174.172	1299.191				
